"","R0_chain_M","R0_chain_A","R0_chain_O","R0_chain_Al","beta_chain_A","beta_chain_M","beta_chain_O","beta_chain_Al","rho_chain","omega1_chain","omega2_chain","k_chain","I0_chain_M","I0_chain_A","I0_chain_O","I0_chain_Al"
"1",1.17791402920952,1.33895399543978,1.19973187837187,2.00683940916742,1.1932017132596,1.0496918060756,1.06913466601612,1.78838423830159,0.465641782441111,0.325971250857783,0.431301150437054,0.582821740065157,355.912522562594,4.88883409484289,171.432023832497,2013.32334051741
"2",1.3563519106233,1.52468231712962,1.16437334533886,2.37320092824509,1.07894971860107,0.959829792639102,0.823975118741505,1.67940852002165,0.327087086528452,0.40503641251971,0.582297965738634,0.246721455214769,169.312105584056,0.233984057743891,614.417924211577,488.092998633425
"3",1.2899761069794,1.4152389158508,1.24389022590982,2.17861149488585,0.936201040917308,0.853337878563456,0.822851400735792,1.44118305850881,0.28015109596336,0.302238584556773,0.479775428852038,0.342106785103528,670.916256953162,5.2502544272195,280.158191262972,870.631073025116
"4",1.34292060599739,1.39433934395698,1.19237376733172,2.12867426840345,0.755787379102271,0.727916378138515,0.646314004139398,1.15382611360117,0.121484250029867,0.188020868199187,0.291305073904872,0.40753189168693,1439.51431680852,22.6460593548084,2008.60266513519,1236.62986504523
"5",1.28809982492651,1.41605885818838,1.19979990138152,1.98446440991561,0.888475050458174,0.808189963523748,0.75278811453037,1.24510863834282,0.241043694308881,0.26783167041857,0.425249096239848,0.3463671032485,533.972897990934,4.81987431467062,706.321649840167,1378.47487468796
"6",1.35161943011527,1.45480533696999,1.19417397263946,2.16610924100732,0.834610977113544,0.775413991540384,0.6850887062485,1.24268072451338,0.169955266378028,0.272397511315742,0.424952752891148,0.406683718327017,867.036214724933,4.23956425131055,1306.14431562522,1379.34140534133
"7",1.39996454637227,1.45348080734216,1.26843321041253,2.30551471694087,0.795411309000065,0.766124758413485,0.694144783458343,1.26168331198965,0.12984174357279,0.170208513776971,0.199611355477438,1.06050770866449,577.166472072553,5.36688041515866,814.024710798329,901.329157794534
"8",1.32781903857348,1.46116304701326,1.21669237638564,2.07490984956813,0.955439441531237,0.868247170130959,0.795582592227073,1.35676214365765,0.271757165442054,0.330861273184248,0.448641720619356,0.420434848628322,772.594260497599,1.55754801434364,621.731357536683,2305.18927770911
"9",1.46075083098158,1.55200408502232,1.16417343007188,2.37144088644955,0.993036135090382,0.934648544760212,0.744886108696593,1.51734555031233,0.25576770252265,0.363713152304055,0.559942448828336,0.355248867891902,68.8493048962937,0.211291537550232,903.69878521512,981.0682127388
"10",1.46398962608904,1.51996970928549,1.20293279558228,2.27537094469385,0.960992243158015,0.925599152496745,0.760547449421457,1.43859039742693,0.246825242541792,0.250253888420916,0.319971380068549,0.400168887332587,67.8519699771228,0.826347056078513,2340.45768052361,1050.16298150699
"11",1.4320042487811,1.47622188370129,1.23301249291684,2.31844380559374,0.811227712565445,0.786928810599961,0.677576938289004,1.27405364050538,0.133458101992777,0.26133599112247,0.319911041695813,0.587147604140154,1315.10965772635,5.38241473269293,1804.41263323384,1604.95760049582
"12",1.36702946763227,1.44025698778955,1.24553458461359,2.207425702582,0.874482616191703,0.830020972230059,0.756252773875997,1.34028539337646,0.215722933591375,0.304900860254333,0.445576597778756,0.244005269863674,371.646109518344,3.06386374602369,381.171416389644,722.357491359291
"13",1.43258099162355,1.49133482602823,1.24409992989952,2.29631850461629,0.875575713027121,0.841080823245087,0.730421944279159,1.34818866757874,0.188922864807893,0.283826389122768,0.425678632041776,0.252102382159077,227.34687989321,2.01737217864858,634.140023296192,1141.65360857536
"14",1.28961329834305,1.40487788473568,1.19645813651941,2.14662899926041,0.793545506724092,0.728438285939923,0.675819577298773,1.21252374706377,0.156961430374083,0.209975919550881,0.367989009049979,0.390726497257619,1113.26282543522,9.73065684830025,1253.139450688,650.817304542191
"15",1.41769215709536,1.48458483935583,1.21978996958709,2.19393006527209,0.832342895907552,0.794839044735354,0.683883796176741,1.23004226874604,0.150656339984507,0.263981188582899,0.353164665155767,0.332830178069231,366.791104714072,1.77953069608143,1011.89803347687,1099.3451963213
"16",1.26983394637683,1.44287376581987,1.19992168131077,2.02313122310024,1.05653975286826,0.929831892207401,0.878638857165018,1.4814314412736,0.349685855394239,0.349231010288764,0.510487186871358,0.425607304937328,198.144954434283,0.956010651350579,345.451875524862,1968.51301349788
"17",1.32071276782939,1.45709911504949,1.20659504250975,2.16612867257866,0.891209076232392,0.807790762912912,0.737992660976381,1.32487454926754,0.221443385220633,0.297625502175458,0.428110333014509,0.441607085205279,458.026253471031,1.34690438553338,627.463067936866,763.66181294998
