"","R0_chain_M","R0_chain_A","R0_chain_O","R0_chain_Al","beta_chain_A","beta_chain_M","beta_chain_O","beta_chain_Al","rho_chain","omega1_chain","omega2_chain","k_chain","I0_chain_M","I0_chain_A","I0_chain_O","I0_chain_Al"
"1",1.39474886888688,1.56738939029279,1.12747682257382,2.43493272880224,1.25630906826706,1.11793257169522,0.90370610215489,1.95167077610694,0.405897864632175,0.454088517877997,0.563617581123588,0.581439393332423,153.892629555264,0.0850672555646153,1034.328170441,1459.11897377125
"2",1.45910909768157,1.46414787420189,1.22156629496482,2.1825085306154,0.793709741223132,0.790978237063964,0.662207065930374,1.18313068753134,0.121576519452764,0.205530785659951,0.204316629984322,0.273560452721217,172.705918715075,4.75314956869643,1302.3504529472,1746.98787960628
"3",1.47495899932937,1.5283758073746,1.21993331874058,2.2554895827491,0.863770050899204,0.833581246037555,0.689452070451359,1.27470242743532,0.157416950548286,0.26751324553055,0.291354443279383,0.35150632380696,199.199521615703,1.1097050362654,1509.28073833938,2687.55030977886
"4",1.27465813955772,1.41063461110072,1.23146632199539,2.15205005383449,0.972697109562798,0.878935110674078,0.849152376173566,1.48393698164394,0.30941424561985,0.291262846974214,0.55512473288594,0.4751432428711,373.143050412598,2.48437067359896,356.561944900952,463.246664072308
"5",1.39281973822476,1.49083068020384,1.18182798675307,2.28326693093996,0.98806881444652,0.923110696445611,0.783272972079676,1.51326698563135,0.281508169121493,0.357038133754849,0.501076902354874,0.380590181027508,121.187578142234,1.18584490447477,661.84158314823,994.175105618896
"6",1.30494770850061,1.46268204248137,1.16795480721498,2.2680928983696,0.846513161972636,0.755225933489824,0.675942609659331,1.31263694725437,0.177195004621823,0.263149951394651,0.306375289746423,0.502350698898535,2479.81019246566,3.47939925664542,1842.13679350557,620.512611545498
"7",1.10548115038793,1.35024114638617,1.15529062771725,1.95645247141049,1.24410876375219,1.01858752493322,1.06448185086839,1.80267033933974,0.48318668495637,0.345899149028245,0.515756348697983,0.298085254363996,825.056906420752,1.48977161305117,281.245406318621,1301.44556902641
"8",1.19767411640382,1.35383608560374,1.17932062207358,2.11206868847972,0.994476503899242,0.879765859956918,0.866284080980898,1.55144533939476,0.351735463070514,0.334521000329117,0.514343279106754,0.432569097287217,1406.9408374366,6.14263382105969,384.246441368848,347.220078749093
"9",1.43937506943097,1.55068336282039,1.22221693741832,2.33699194278294,0.854292861451041,0.792971586751907,0.673336175402018,1.28748110791417,0.135635234376344,0.298022785409767,0.257506124929213,0.317537303423544,619.35627526895,1.03064095734233,1465.57124340593,1448.54172507839
"10",1.45191656969231,1.45345824722216,1.2246525922438,2.25206864591139,0.867247488767596,0.86632760271734,0.730724041964052,1.34376125453322,0.201931416542656,0.252460416833753,0.253863074755351,0.389474531058671,142.520328417886,8.31494268416595,650.508642148419,2264.43053662027
"11",1.23705362972239,1.38088320427087,1.16306322714534,2.15596746644851,1.17549214517366,1.05305562440022,0.99007047346308,1.83529122102571,0.440605848958668,0.381725101828282,0.540788461948269,0.337965597424923,301.774483796217,2.08130252609341,297.758503793262,515.959393648439
"12",1.29117209859522,1.45720159587778,1.15381669018511,2.17389351105052,1.0045087249754,0.890057794441556,0.795373087424466,1.49855380696467,0.309209064497116,0.354783842327865,0.547931117062699,0.243440381694867,361.901710646465,0.958875071002281,1079.70589341635,572.611897962268
"13",1.37717655303052,1.44657744386783,1.19010687114057,2.26724596400261,0.819616867927235,0.780294990608771,0.674303107903321,1.28459975904772,0.159550725714229,0.249678889278661,0.325297577268566,0.398726546572492,391.291799668637,3.71528221784978,1918.69462867941,696.164490760167
"14",1.40771798235946,1.52106122526805,1.21996325524008,2.32885575493358,1.03355721838728,0.956540774264239,0.82896191663714,1.58245153851069,0.299201963578323,0.376793845247787,0.556077236244706,0.17547067726881,102.752570764107,0.361035727181866,337.255664946001,581.877304548142
"15",1.52524847676454,1.56074279756323,1.2459572002436,2.26832572297591,0.865515927590933,0.845832415331094,0.690950362603711,1.25790876322806,0.141308862967856,0.261430077668201,0.332728349963739,0.477066798497547,132.802221007412,0.765868798345148,1835.59329772536,2403.15359690751
"16",1.45453888853224,1.45829690041373,1.20072933182052,2.16965797972635,0.89090825355415,0.88861239473334,0.733554101157293,1.325495652483,0.22054028272295,0.313369668419395,0.377588826768952,0.318260863804953,108.940582351353,4.49534260437067,1092.48597499897,1799.72795132888
"17",1.37369464386444,1.4375582721754,1.19024052512767,2.11144150354575,0.851570655548068,0.813739568712094,0.705066308518436,1.25076086314397,0.196130639637663,0.313795504658644,0.440217704102292,0.187435370471466,315.182331325822,3.80869059973488,1249.37625628407,2148.94599728416
"18",1.33398913075613,1.47870162225435,1.19407048525445,2.18321107331418,0.864162652992218,0.779591750592337,0.697822402347846,1.27588246659315,0.185172343184716,0.262117825586253,0.46632135342497,0.288432035286459,982.438045419818,1.64123600943115,1453.30287418717,875.688354390047
"19",1.16688210521033,1.37796926796043,1.17602414145348,1.90313019427514,1.0475973300199,0.887118897561251,0.894069105364824,1.44684947375773,0.373637347974668,0.339038235085163,0.467023666984375,0.369368481753217,1597.46899163384,3.51953862186064,401.78695713385,1898.98534362192
"20",1.44459700642496,1.49879185997063,1.21904493392192,2.27412024541104,0.838522528897334,0.808202371134248,0.682013739287136,1.27229211081788,0.148847663701582,0.266985716978743,0.387500670979994,0.503077547631122,335.703203945846,1.67239064215577,1553.27517978796,1291.91444705157
"21",1.27821519103404,1.42205156568549,1.18269373834316,2.05349225518886,0.962275343500946,0.864943994789319,0.800306438094585,1.38955929090087,0.296285188221163,0.344837586318488,0.499945216471579,0.309389001345491,623.629482432892,1.85021002769513,644.687016182992,1867.50367796598
"22",1.1270252087361,1.38823684684579,1.09014388167464,1.95308424901693,1.24806358302792,1.01322704650428,0.980069706455477,1.75587712667466,0.470327334156445,0.371361287460416,0.528968758788262,0.781817620988314,542.664276989312,0.526977493428928,941.653178108043,674.50401825511
"23",1.47797019046063,1.47597460044783,1.2353034288387,2.24665148033494,0.87590950080157,0.877093773384166,0.733084437472214,1.33326371335808,0.197582573097899,0.322281817549545,0.392619031104508,0.208991068727217,69.0555236492873,2.39581513714982,741.641686038043,1424.53187618815
"24",1.13619231554225,1.41734120421656,1.1885042542591,2.04733373542018,1.20003345214014,0.961990509172373,1.00628194458663,1.73343508457252,0.43757869269677,0.330237408447457,0.568645321171738,0.537375971875103,1547.70308523702,0.416182273031756,232.863791394812,573.035380481871
"25",1.33341745643126,1.4007755032054,1.19236482183345,2.02104016632666,0.805582516178003,0.766845070612327,0.68572605044613,1.1622951848891,0.171983079930766,0.239619246535201,0.386694176714742,0.713978328330605,945.3598754302,10.1394843280999,2051.35573385979,2224.29694230006
"26",1.41091361506769,1.4578617326568,1.23641917914675,2.40255370026131,0.832478999115342,0.805670337453231,0.706029232873355,1.37192400000065,0.166081218347313,0.267817276956872,0.438772148158054,0.669104286991978,718.419754629584,6.56944912304757,633.678348110486,450.225521613041
"27",1.41718840954851,1.45922660969359,1.21035122724463,2.14700513295997,0.828156059402473,0.804298085633867,0.686911612075343,1.21849156163782,0.160943391948174,0.276105311824903,0.377830092718947,0.39190859646401,288.559152302493,4.60867694326225,1511.43559995837,1964.4977939184
