"","variant","lower","mean","upper","R0_scale"
"1","rep_A",2.81392738395015,3.61539828981851,4.4781337047301,".8"
"2","rep_Al",4.10834833763416,5.49277151175767,7.31237563241439,".8"
"3","rep_M",0.00611862419689572,0.00771501456570112,0.00987172052483439,".8"
"4","rep_O",0.887758857791096,1.28530240571054,1.67586262236225,".8"
"5","rep_tot",8.61388937254975,10.4011872218524,12.5323756209192,".8"
"6","true_A",5.71891967753932,7.75692022332671,10.5926310985728,".8"
"7","true_Al",8.82464597273788,12.3582316616407,17.4939408117992,".8"
"8","true_M",0.0133133463311543,0.0178547437404161,0.0266651206014943,".8"
"9","true_O",1.79721828659261,2.6995083791391,3.80284573508752,".8"
"10","true_tot",18.0802884916288,22.8325150078469,30.512141691628,".8"
"11","rep_A",2.66870761370704,3.42224809770859,4.2749464842937,"1"
"12","rep_Al",3.26601486980271,4.40164323912797,5.9077793285017,"1"
"13","rep_M",0.504563421408047,0.625361098422496,0.85901513316984,"1"
"14","rep_O",0.865050468543524,1.25199825530699,1.62720131025351,"1"
"15","rep_tot",8.08309673644162,9.70125069056605,11.6597030253806,"1"
"16","true_A",5.46002416300388,7.3249099835282,9.95429290117088,"1"
"17","true_Al",7.08385027660175,9.88011758296448,14.1815721800914,"1"
"18","true_M",1.34690684776485,1.72506059051747,2.97886894717653,"1"
"19","true_O",1.75224988686421,2.62619446083653,3.653898995531,"1"
"20","true_tot",17.3343566829557,21.5562826178467,27.9710430686687,"1"
"21","rep_A",0.947459150319639,1.31369330087972,1.7968937566421,"1.2"
"22","rep_Al",0.00283561271401883,0.00779469856404948,0.0122787750025789,"1.2"
"23","rep_M",14.7281942287405,15.768355216194,16.7895615511856,"1.2"
"24","rep_O",0.523156020201466,0.766188256194792,1.00835083590997,"1.2"
"25","rep_tot",16.6902818510251,17.8560314718326,18.880701059489,"1.2"
"26","true_A",2.01348465825207,2.72917368575566,3.63695793531108,"1.2"
"27","true_Al",0.00767028525996513,0.0165209381681823,0.0254946660788363,"1.2"
"28","true_M",37.4133151043037,40.5537082303378,47.9285534031367,"1.2"
"29","true_O",1.06804180093886,1.57779219372101,2.1631050686853,"1.2"
"30","true_tot",41.3907816400705,44.8771950479827,52.7222179312169,"1.2"
"31","rep_A",0.174265535638687,0.265901690502976,0.400892652552818,"1.4"
"32","rep_Al",9.25166746368972e-05,0.000209449510715901,0.000351263389251903,"1.4"
"33","rep_M",27.9755441789161,33.5029638639464,35.8636855207393,"1.4"
"34","rep_O",0.189211064462787,0.298384586198361,0.407615899450411,"1.4"
"35","rep_tot",28.5140071618913,34.0674595901585,36.437610310019,"1.4"
"36","true_A",0.33723434862315,0.538805168618274,0.793447066307865,"1.4"
"37","true_Al",0.000208927330562588,0.000431516355007404,0.000696829225169569,"1.4"
"38","true_M",74.691527701694,76.1540353921238,78.4600601688959,"1.4"
"39","true_O",0.38750428119234,0.602466140732581,0.858396175414149,"1.4"
"40","true_tot",75.7738800713915,77.2957382178297,79.7253207470297,"1.4"
"41","rep_A",0.0495047389326551,0.089335552491854,0.144233795788699,"1.6"
"42","rep_Al",2.40274109131544e-05,5.2391087102016e-05,8.77351777136333e-05,"1.6"
"43","rep_M",32.7745715741019,39.8915042471042,42.5979234605796,"1.6"
"44","rep_O",0.0971732853619465,0.157170123018764,0.218863402793806,"1.6"
"45","rep_tot",33.0335670728532,40.138062313702,42.8736045901964,"1.6"
"46","true_A",0.0948549561329942,0.178847312069919,0.274234268204978,"1.6"
"47","true_Al",5.65257196062917e-05,0.000107977498428481,0.000175415162868413,"1.6"
"48","true_M",83.9423072399834,84.9267477692521,86.2684833749149,"1.6"
"49","true_O",0.185939474612504,0.314544774088569,0.464237859801243,"1.6"
"50","true_tot",84.3966015298159,85.4202478329091,86.8589228909937,"1.6"
