"","Date","variant","lower_rep","lower_true","mean_rep","mean_true","upper_rep","upper_true"
"1",2020-05-01,"M",0,0,0,0,0,0
"2",2020-05-01,"A",0,7.94222877597744e-06,0,6.92986020013748e-05,0,0.000261114484062001
"3",2020-05-01,"O",0,0.00148853150067961,0,0.00653036559321046,0,0.0146858723465319
"4",2020-05-01,"Al",0,0,0,0,0,0
"5",2020-05-02,"M",0,0,0,0,0,0
"6",2020-05-02,"A",1.74273992549105e-06,2.28250685067473e-05,1.49496849334725e-05,0.000198923808490342,5.80253345746605e-05,0.000749339754223556
"7",2020-05-02,"O",0.000299839544669564,0.00426501909613201,0.00141323279794746,0.0187011172747783,0.0030352434127525,0.0420345455925784
"8",2020-05-02,"Al",0,0,0,0,0,0
"9",2020-05-03,"M",0,0,0,0,0,0
"10",2020-05-03,"A",4.25999312042477e-06,2.37341725431463e-05,3.64703053176341e-05,0.000205146065737518,0.000141486292743688,0.000771182299454332
"11",2020-05-03,"O",0.000729172993789838,0.00434177590387382,0.00343337306309906,0.0189563593205151,0.00736736023786419,0.0424578969437735
"12",2020-05-03,"Al",0,0,0,0,0,0
"13",2020-05-04,"M",0,0,0,0,0,0
"14",2020-05-04,"A",6.18438136182594e-06,2.32116312295354e-05,5.26740786049686e-05,0.000197926621874071,0.000204072178858644,0.000741158240941148
"15",2020-05-04,"O",0.00104476493039386,0.00410085867439782,0.00490544835781256,0.0177572557506056,0.0105030928812353,0.0395497634971546
"16",2020-05-04,"Al",0,0,0,0,0,0
"17",2020-05-05,"M",0,0,0,0,0,0
"18",2020-05-05,"A",7.5887077770734e-06,2.34062968846399e-05,6.41479911428544e-05,0.000196595928766228,0.000247988537313491,0.000732638054468921
"19",2020-05-05,"O",0.00125759125633335,0.00397819086692447,0.00587772486147874,0.0170466721668607,0.0125461514202126,0.0377389489735899
"20",2020-05-05,"Al",0,0,0,0,0,0
"21",2020-05-06,"M",0,0,0,0,0,0
"22",2020-05-06,"A",8.69943379186378e-06,2.43769555282392e-05,7.28607206347366e-05,0.000201793126697204,0.00028088035449872,0.0007482677607993
"23",2020-05-06,"O",0.00140833475486465,0.00399191884509644,0.00654270437355488,0.016919244948563,0.0139152793327514,0.037247823306733
"24",2020-05-06,"Al",0,0,0,0,0,0
"25",2020-05-07,"M",0,0,0,0,0,0
"26",2020-05-07,"A",9.67950955183575e-06,2.59056636259935e-05,8.02379757364715e-05,0.000211564342955668,0.000308305221576433,0.000780725948863097
"27",2020-05-07,"O",0.00152675691200401,0.00409837895572107,0.00704264634238825,0.0171875906609672,0.0149203627218242,0.0376481369317542
"28",2020-05-07,"Al",0,0,0,0,0,0
"29",2020-05-08,"M",0,0,0,0,0,0
"30",2020-05-08,"A",1.0625265988749e-05,2.78269786348475e-05,8.71191666951438e-05,0.000224377535365678,0.000333539658021885,0.000824195819111605
"31",2020-05-08,"O",0.00163033205658357,0.00426197741087602,0.00746169013735974,0.0176949572219306,0.0157444268703663,0.0385795625859867
"32",2020-05-08,"Al",0,0,0,0,0,0
"33",2020-05-09,"M",0,0,0,0,0,0
"34",2020-05-09,"A",1.15910928141623e-05,3.0049745292593e-05,9.396991128945e-05,0.000239352445302103,0.00035839738596761,0.000875287752109877
"35",2020-05-09,"O",0.00172858202151095,0.00446149485920531,0.00784588693372847,0.0183461140504521,0.016487234413359,0.0398225719297208
"36",2020-05-09,"Al",0,0,0,0,0,0
"37",2020-05-10,"M",0,0,0,0,0,0
"38",2020-05-10,"A",1.26083688013709e-05,3.25325624211313e-05,0.000101048468306047,0.000256050509499119,0.000383875950984154,0.000932269106461019
"39",2020-05-10,"O",0.00182657442955163,0.00468565222368067,0.00821971350941422,0.0190892010135871,0.017201423660618,0.0412572693076073
"40",2020-05-10,"Al",0,0,0,0,0,0
"41",2020-05-11,"M",0,0,0,0,0,0
"42",2020-05-11,"A",1.36966237741243e-05,3.52626984566163e-05,0.000108504701470918,0.000274286726371919,0.000410557556275904,0.000994361210311851
"43",2020-05-11,"O",0.00192702610716751,0.00492888373428502,0.00859612464316496,0.0198975794451909,0.0179145237108327,0.0428216906999335
"44",2020-05-11,"Al",0,0,0,0,0,0
"45",2020-05-12,"M",0,0,0,0,0,0
"46",2020-05-12,"A",1.48695840559369e-05,3.82433583196924e-05,0.000116433849703674,0.000294014236194265,0.000438807851880737,0.00106130454848705
"47",2020-05-12,"O",0.0020314498301039,0.00518869127788543,0.00898209256993815,0.0207582699436409,0.0186410665049046,0.044485162318709
"48",2020-05-12,"Al",0,0,0,0,0,0
"49",2020-05-13,"M",0,0,0,0,0,0
"50",2020-05-13,"A",1.61383436395259e-05,4.14867955604839e-05,0.000124904691721389,0.000315261142308079,0.00046884242402844,0.00113311909908995
"51",2020-05-13,"O",0.00214075368924176,0.00546418108800213,0.00938153197325297,0.0216654711000578,0.0193889614336291,0.0462333704306328
"52",2020-05-13,"Al",0,0,0,0,0,0
"53",2020-05-14,"M",0,0,0,0,0,0
"54",2020-05-14,"A",1.751301505762e-05,4.50107791183931e-05,0.000133974093264218,0.000338097611663876,0.000500852102705453,0.001209978549371
"55",2020-05-14,"O",0.00225554825533654,0.00575529548991026,0.00979681368049292,0.0226171133460594,0.02016277934431,0.0480604388462858
"56",2020-05-14,"Al",0,0,0,0,0,0
"57",2020-05-15,"M",0,0,0,0,0,0
"58",2020-05-15,"A",1.90035979312491e-05,4.88368566784391e-05,0.000143694515420805,0.000362619245876722,0.000535006605579717,0.00129214602474354
